target,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
-0.8247043084755952,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-1.5274616241776302,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.4411283004507824,-1.1822359049811577,0.8949426679811755,-1.559137277123851
-0.8687144532710582,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-1.3827479403480352,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.4411283004507824,-1.1822359049811577,0.8949426679811755,-1.559137277123851
-0.9732385471602829,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-1.23803425651844,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.336974811023292,-1.0936511208584596,0.6356441419282962,-1.559137277123851
-1.0392537643534776,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-1.0933205726888449,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.336974811023292,-1.0936511208584596,0.6356441419282962,-1.559137277123851
-1.0392537643534776,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-0.9486068888592498,-0.17189182920624882,1.4955663250936067,-1.46377290010249,0.8980685221744372,-1.336974811023292,-1.2702378944714696,0.6356441419282962,-0.8253695410425157
-1.0337524962540445,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-0.8038932050296547,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.4411283004507824,-1.1822359049811577,0.8949426679811755,-1.559137277123851
-1.0007448876574474,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-0.5144658373704645,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-1.336974811023292,-1.0936511208584596,0.6356441419282962,-1.559137277123851
-0.8467093808733267,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-0.22503846971127434,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-0.6079003850308586,-0.4758888105291174,0.687503847138872,0.5185064130975191
-0.7366840188846691,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,-0.08032478588167925,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-0.7120538744583492,-0.8290623577551376,0.9468023731917513,0.7633686375264472
-0.5826485121005484,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.06438889794791583,-0.17189182920624882,1.4955663250936067,-1.46377290010249,-0.6650069239686773,-0.39959340617587785,-0.299302036916107,0.7393635523494478,0.7633686375264472
-0.5276358311062195,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.20910258177751093,-0.17189182920624882,1.4955663250936067,-1.46377290010249,0.8980685221744372,-0.19128642732089673,-0.12271526330309698,0.4800650262965686,0.8853902811381869
-0.46162061391302495,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.353816265607106,-0.17189182920624882,1.4955663250936067,-1.46377290010249,0.8980685221744372,-0.19128642732089673,-0.12271526330309698,0.4800650262965686,0.7633686375264472
-0.4396155415152934,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.4985299494367011,-0.17189182920624882,1.4955663250936067,-1.46377290010249,0.8980685221744372,-0.29543991674838727,-0.21071725279340897,0.7393635523494478,0.8853902811381869
-0.6761700697909073,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.7879573170958912,-0.17189182920624882,1.4955663250936067,-1.46377290010249,0.8980685221744372,-0.29543991674838727,-0.21071725279340897,0.9986620784023266,0.7633686375264472
-0.8522106489727596,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,0.9326710009254864,-0.17189182920624882,1.4955663250936067,-1.46377290010249,2.4611439683175518,-0.39959340617587785,-0.299302036916107,1.3098203096657817,0.5185064130975191
-0.8412081127738937,-1.3604680043942694,-1.0046862302029156,-1.6103442394654433,1.0773846847550814,-0.17189182920624882,1.4955663250936067,-1.46377290010249,2.4611439683175518,-0.39959340617587785,-0.299302036916107,1.3098203096657817,0.5185064130975191
